id_cliente,nombre_cliente,edad,genero,ciudad,ingreso_mensual,tipo_empleo,antiguedad_laboral_meses,monto_solicitado,plazo_meses,score_buro_externo,deuda_actual,num_tarjetas_activas,historial_pagos_atrasados,fecha_solicitud,canal_solicitud,dispositivo,ip_pais,resultado_solicitud,fraude_flag,edadrobust_scaler,ingreso_mensualrobust_scaler,antiguedad_laboral_mesesrobust_scaler,monto_solicitadorobust_scaler,plazo_mesesrobust_scaler,score_buro_externorobust_scaler,deuda_actualrobust_scaler,num_tarjetas_activasrobust_scaler,historial_pagos_atrasadosrobust_scaler,edadyeo_norm,edadl2_norm,ingreso_mensualyeo_norm,ingreso_mensuall2_norm,antiguedad_laboral_mesesyeo_norm,antiguedad_laboral_mesesl2_norm,monto_solicitadoyeo_norm,monto_solicitadol2_norm,plazo_mesesyeo_norm,plazo_mesesl2_norm,score_buro_externoyeo_norm,score_buro_externol2_norm,deuda_actualyeo_norm,deuda_actuall2_norm,num_tarjetas_activasyeo_norm,num_tarjetas_activasl2_norm,historial_pagos_atrasadosyeo_norm,historial_pagos_atrasadosl2_norm
CLI-1408,Adrián Paulino Castañeda Lledó,70.0,masculino,manta,1876880.0,independiente,189.0,45193.0,24.0,4740.0,1432634.0,2.0,2.0,2024-08-05,web,desconocido,ecuador,aprobado,0.0,0.7931034482758621,-0.16521464905443656,0.6896551724137931,-0.3501288647889666,-0.5,-0.3782771535580524,0.8933587299511142,-0.25,0.5,1.2321913977431922,1.0,-0.20814137740003438,1.0,1.059666416512501,1.0,-1.227249738566077,1.0,-0.7243013537000694,1.0,-0.5011476703216124,1.0,1.3966888114217664,1.0,-0.42741696705649357,1.0,0.8765503230843952,1.0
CLI-2246,Ileana Reig Solera,49.0,femenino,guayaquil,956220.0,desconocido,107.0,125417.0,12.0,8010.0,41961.0,5.0,0.0,2026-03-26,desconocido,android,ecuador,aprobado,0.0,0.06896551724137931,-0.6373092464208066,-0.017241379310344827,-0.16485917249406484,-1.0,0.846441947565543,-0.7307242240289998,0.5,-0.5,0.1853682330189416,1.0,-1.000833025922772,1.0,0.028391833526907297,1.0,-0.47244327389353796,1.0,-1.5406771205288021,1.0,1.3139531400862532,1.0,-1.6657804542196002,1.0,1.0312249847783386,1.0,-1.154978408707881,0.0
CLI-3021,Xavier Valdés Macías,33.0,desconocido,quito,2199075.0,empleado,62.0,229581.0,60.0,5120.0,979915.0,0.0,0.0,desconocido,app,desconocido,ecuador,pendiente,0.0,-0.4827586206896552,0.0,-0.4051724137931034,0.07569767119617932,1.0,-0.23595505617977527,0.36465556907654256,-0.75,-0.5,-0.7042092660851709,1.0,0.04494689081865905,1.0,-0.6590897599299094,1.0,0.03865002969507753,1.0,1.3307640862439178,1.0,-0.28888230617757965,1.0,0.7164663826685571,1.0,-1.6454266338532069,0.0,-1.154978408707881,0.0
CLI-1032,Manola Armengol-Sandoval,70.0,masculino,ibarra,2056150.0,desconocido,159.0,943191.0,48.0,5020.0,80615.0,3.0,2.0,28 de April de 2026,sucursal,ios,ecuador,rechazado,0.0,0.7931034482758621,-0.0732888583500841,0.43103448275862066,1.7237120449317802,0.5,-0.27340823970037453,-0.6855825534111426,0.0,0.5,1.2321913977431922,1.0,-0.06614876335850213,1.0,0.7050756945351918,1.0,1.4528137414022197,1.0,0.6867732139686339,1.0,-0.3447011059258041,1.0,-1.4479856570342433,1.0,0.08972016254826615,1.0,0.8765503230843952,1.0
CLI-2772,Luis Cal Estévez,56.0,femenino,guayaquil,747850.0,desempleado,197.0,303287.0,36.0,7750.0,512224.0,6.0,1.0,03-27-2025,web,desktop,ecuador,rechazado,0.0,0.3103448275862069,-0.7441568896911023,0.7586206896551724,0.24591466287308436,0.0,0.7490636704119851,-0.18153248579323167,0.75,0.0,0.5467223259835524,1.0,-1.2024060452333272,1.0,1.150811991570793,1.0,0.29177037579482484,1.0,0.0068301062973813,1.0,1.1704589910825582,1.0,-0.15830245385950964,1.0,1.4693164031674129,1.0,0.1590477084166273,1.0
CLI-1397,Modesta León,19.0,masculino,guayaquil,2199075.0,independiente,120.0,187291.0,60.0,6960.0,554102.0,3.0,0.0,26/09/2025,desconocido,android,ecuador,rechazado,0.0,-0.9655172413793104,0.0,0.09482758620689655,-0.021967058649644815,1.0,0.45318352059925093,-0.13262570041178023,0.0,-0.5,-1.5939640155838737,1.0,0.04494689081865905,1.0,0.20667656665699863,1.0,-0.139193812672498,1.0,1.3307640862439178,1.0,0.7336795638047081,1.0,-0.06842007969461224,1.0,0.08972016254826615,1.0,-1.154978408707881,0.0
CLI-3201,Charo del Malo,36.0,femenino,manta,2255520.0,independiente,221.0,105902.0,60.0,4990.0,1163867.0,1.0,2.0,12 de December de 2025,web,ios,ecuador,rechazado,0.0,-0.3793103448275862,0.028943778971981787,0.9655172413793104,-0.2099272075600676,1.0,-0.2846441947565543,0.5794819930817184,-0.5,0.5,-0.5292383727752412,1.0,0.08834339776580934,1.0,1.4168025745713373,1.0,-0.6064928433264869,1.0,1.3307640862439178,1.0,-0.3614522909104028,1.0,1.0067718873731752,1.0,-0.9937313799445397,1.0,0.8765503230843952,1.0
CLI-1178,Hugo Yáñez Molina,44.0,femenino,quito,2903440.0,estudiante,59.0,257248.0,48.0,4980.0,147666.0,3.0,3.0,17/05/2026,call center,ios,ecuador,rechazado,0.0,-0.10344827586206896,0.3611831849694384,-0.43103448275862066,0.1395919743563689,0.5,-0.2883895131086142,-0.6072777426128309,0.0,1.0,-0.08202892461808767,1.0,0.5697288687607568,1.0,-0.7102588497352234,1.0,0.1406863904658827,1.0,0.6867732139686339,1.0,-0.36703659339405187,1.0,-1.161263658511818,1.0,0.08972016254826615,1.0,1.364018092104731,1.0
CLI-1034,Sebastian Flores Chacón,67.0,femenino,desconocido,4487050.0,empleado,120.0,124619.0,24.0,5320.0,350585.0,4.0,3.0,04-02-2026,desconocido,desconocido,ecuador,aprobado,0.0,0.6896551724137931,1.173224248266809,0.09482758620689655,-0.16670207754057625,-0.5,-0.16104868913857678,-0.37030090554280015,0.25,1.0,1.0889764576997847,1.0,1.6513497996528077,1.0,0.20667656665699863,1.0,-0.47757085151997886,1.0,-0.7243013537000694,1.0,-0.17732815846419006,1.0,-0.5405793708497028,1.0,0.5731179750185994,1.0,1.364018092104731,1.0
CLI-1455,Reyes Paredes Vilanova,39.0,masculino,ambato,3593050.0,jubilado,78.0,36197.0,48.0,4050.0,315438.0,5.0,0.0,06/06/2026,sucursal,ios,ecuador,rechazado,0.0,-0.27586206896551724,0.7148003240759733,-0.2672413793103448,-0.3709042705513935,0.5,-0.6367041198501873,-0.41134696279963845,0.5,-0.5,-0.35844956077882295,1.0,1.0545924397621311,1.0,-0.39936485889317025,1.0,-1.3751814487956997,1.0,0.6867732139686339,1.0,-0.887723848108296,1.0,-0.6334358348634849,1.0,1.0312249847783386,1.0,-1.154978408707881,0.0
CLI-1942,Jorge Morales Hurtado,58.0,femenino,quito,2199075.0,independiente,167.0,248959.0,12.0,3750.0,1098958.0,0.0,0.0,07 de July de 2024,sucursal,android,ecuador,rechazado,0.0,0.3793103448275862,0.0,0.5,0.12044931780181611,-1.0,-0.7490636704119851,0.5036786946356457,-0.75,-0.5,0.6474854195246892,1.0,0.04494689081865905,1.0,0.8017622263142528,1.0,0.11111847653216753,1.0,-1.5406771205288021,1.0,-1.0563136590852213,1.0,0.9068181449964157,1.0,-1.6454266338532069,0.0,-1.154978408707881,0.0
CLI-2106,Néstor Lasa Nieto,57.0,desconocido,quito,2185860.0,empleado,82.0,80926.0,48.0,5490.0,1002283.0,2.0,0.0,22/09/2024,web,ios,ecuador,pendiente,0.0,0.3448275862068966,-0.006776367067317554,-0.23275862068965517,-0.2676069023491266,0.5,-0.09737827715355805,0.3907778045083279,-0.25,-0.5,0.597233303961312,1.0,0.0347486690037899,1.0,-0.33742972686673917,1.0,-0.8120993080331065,1.0,0.6867732139686339,1.0,-0.08259197724609514,1.0,0.7529803507573921,1.0,-0.42741696705649357,1.0,-1.154978408707881,0.0
CLI-4849,Lola Solera Valenzuela,26.0,desconocido,ambato,4308240.0,desconocido,166.0,85954.0,48.0,4970.0,1269054.0,5.0,0.0,06/04/2026,web,ios,ecuador,pendiente,0.0,-0.7241379310344828,1.0815343356442548,0.49137931034482757,-0.2559952149132126,0.5,-0.29213483146067415,0.7023235336022479,0.5,-0.5,-1.1316825600056744,1.0,1.5344481414850863,1.0,0.789766272105388,1.0,-0.766816337678376,1.0,0.6867732139686339,1.0,-0.37262118394006083,1.0,1.1636698420973364,1.0,1.0312249847783386,1.0,-1.154978408707881,0.0
CLI-3701,Aitor Severino Priego Llobet,73.0,masculino,cuenca,2199075.0,empleado,79.0,81241.0,24.0,4200.0,5299.0,6.0,0.0,2024-07-08,desconocido,android,ecuador,aprobado,0.0,0.896551724137931,0.0,-0.25862068965517243,-0.26687943983076684,-0.5,-0.5805243445692884,-0.7735395582296486,0.75,-0.5,1.3736137957931474,1.0,0.04494689081865905,1.0,-0.3837797914588617,1.0,-0.809194401044378,1.0,-0.7243013537000694,1.0,-0.8035507297264468,1.0,-2.0047582712942265,1.0,1.4693164031674129,1.0,-1.154978408707881,0.0
CLI-3199,Eligia Cortés Garrido,66.0,femenino,guayaquil,1603350.0,empleado,184.0,257751.0,24.0,8190.0,447667.0,5.0,1.0,06-02-2026,app,ios,ecuador,rechazado,0.0,0.6551724137931034,-0.3054749353899167,0.646551724137931,0.14075360498092432,-0.5,0.9138576779026217,-0.25692470471176554,0.5,0.0,1.0408222341491922,1.0,-0.4312465327358604,1.0,1.0020156104142128,1.0,0.14245493723339947,1.0,-0.7243013537000694,1.0,1.413224927597011,1.0,-0.3034859966150071,1.0,1.0312249847783386,1.0,0.1590477084166273,1.0
CLI-2941,María Fernanda Colomer Bastida,40.0,masculino,manta,2199075.0,jubilado,213.0,319403.0,36.0,6340.0,795249.0,4.0,1.0,03/10/2024,app,ios,ecuador,rechazado,0.0,-0.2413793103448276,0.0,0.896551724137931,0.2831330309552622,0.0,0.2209737827715356,0.1489953076206203,0.25,0.0,-0.3023775888082796,1.0,0.04494689081865905,1.0,1.3293160063010825,1.0,0.340139124538882,1.0,0.0068301062973813,1.0,0.39000323069161336,1.0,0.3996195086845236,1.0,0.5731179750185994,1.0,0.1590477084166273,1.0
CLI-2388,Galo Ramos Cortes,53.0,masculino,ambato,287010.0,empleado,11.0,366476.0,60.0,7670.0,209671.0,4.0,0.0,2026-05-10,call center,ios,ecuador,rechazado,0.0,0.20689655172413793,-0.9804657053780202,-0.8448275862068966,0.3918436440560539,1.0,0.7191011235955056,-0.5348658502689535,0.25,-0.5,0.39357587886174883,1.0,-1.7093941166050726,1.0,-1.7412941433400335,1.0,0.4706061342149052,1.0,1.3307640862439178,1.0,1.1262822477026442,1.0,-0.9450296508213544,1.0,0.5731179750185994,1.0,-1.154978408707881,0.0
CLI-2751,Nacio Goñi-Aznar,47.0,otro,quito,513460.0,independiente,22.0,242931.0,60.0,8240.0,1349869.0,2.0,0.0,desconocido,call center,ios,ecuador,aprobado,0.0,0.0,-0.8643470279361694,-0.75,0.10652822554571235,1.0,0.9325842696629213,0.7967024881989812,-0.25,-0.5,0.07941182896138738,1.0,-1.4462433459248418,1.0,-1.4471986850469787,1.0,0.08909548286729904,1.0,1.3307640862439178,1.0,1.4407904249832533,1.0,1.280347959778304,1.0,-0.42741696705649357,1.0,-1.154978408707881,0.0
CLI-3243,Coral Renata Yáñez Pintor,73.0,femenino,ambato,1259820.0,empleado,235.0,110156.0,36.0,4180.0,874209.0,5.0,2.0,28/05/2025,app,desconocido,ecuador,rechazado,0.0,0.896551724137931,-0.4816297124338516,1.0862068965517242,-0.20010299945498047,0.0,-0.5880149812734082,0.2412079198208067,0.5,0.5,1.3736137957931474,1.0,-0.7249067795812799,1.0,1.567286862486461,1.0,-0.5756125973743872,1.0,0.0068301062973813,1.0,-0.8147692897403896,1.0,0.5386902849106845,1.0,1.0312249847783386,1.0,0.8765503230843952,1.0
CLI-4643,Fortunata del Torrents,55.0,masculino,desconocido,1631240.0,jubilado,187.0,365149.0,24.0,7990.0,864349.0,0.0,1.0,01 de April de 2026,app,android,ecuador,aprobado,0.0,0.27586206896551724,-0.291173544734791,0.6724137931034483,0.3887790638596621,-0.5,0.8389513108614233,0.22969302169145212,-0.75,0.0,0.49594657480158233,1.0,-0.4081046874761062,1.0,1.0366708132147295,1.0,0.46712534505020337,1.0,-0.7243013537000694,1.0,1.3029194266639057,1.0,0.5216360107035596,1.0,-1.6454266338532069,0.0,0.1590477084166273,1.0
CLI-2317,Bartolomé Amigó Catalá,71.0,femenino,desconocido,58690.0,independiente,30.0,48361.0,36.0,4680.0,61048.0,0.0,3.0,desconocido,call center,desconocido,ecuador,aprobado,0.0,0.8275862068965517,-1.0975432785002257,-0.6810344827586207,-0.34281267031860546,0.0,-0.40074906367041196,-0.7084336702161204,-0.75,1.0,1.2795265513516445,1.0,-2.040553118568776,1.0,-1.264690466210096,1.0,-1.181002448332371,1.0,0.0068301062973813,1.0,-0.5347023676694502,1.0,-1.5504988702171558,1.0,-1.6454266338532069,0.0,1.364018092104731,1.0
CLI-3706,Claudia de Guijarro,30.0,otro,guayaquil,2985530.0,independiente,226.0,143397.0,24.0,3250.0,733849.0,0.0,3.0,02-28-2025,app,android,ecuador,aprobado,0.0,-0.5862068965517241,0.4032771670016819,1.0086206896551724,-0.12333607382705329,-0.5,-0.9363295880149812,0.07728995821470029,-0.75,1.0,-0.8838487923359118,1.0,0.628780251778208,1.0,1.470919426621819,1.0,-0.3635625299779015,1.0,-0.7243013537000694,1.0,-1.3380832822215203,1.0,0.28721205387067844,1.0,-1.6454266338532069,0.0,1.364018092104731,1.0
CLI-3420,Bruno Canales-Heras,31.0,femenino,ibarra,3799880.0,independiente,200.0,61148.0,60.0,6970.0,431128.0,4.0,1.0,27/12/2024,app,ios,ecuador,rechazado,0.0,-0.5517241379310345,0.820858288550683,0.7844827586206896,-0.31328231088283925,1.0,0.45692883895131087,-0.2762396033082559,0.25,0.0,-0.8234160113523812,1.0,1.1955299608537844,1.0,1.1846566334389044,1.0,-1.0167939745753185,1.0,1.3307640862439178,1.0,0.7392160910502951,1.0,-0.3421408049143207,1.0,0.5731179750185994,1.0,0.1590477084166273,1.0
CLI-3350,Marcio Carbó Céspedes,45.0,otro,quito,520880.0,desempleado,90.0,100999.0,48.0,4520.0,368677.0,2.0,1.0,08/06/2026,desconocido,android,ecuador,rechazado,0.0,-0.06896551724137931,-0.8605422119210732,-0.16379310344827586,-0.22125021939345793,0.5,-0.4606741573033708,-0.349172352098958,-0.25,0.0,-0.027868800795079914,1.0,-1.4381644535730638,1.0,-0.21661529449626332,1.0,-0.6433956060566287,1.0,0.6867732139686339,1.0,-0.6242359981453485,1.0,-0.49438631024515817,1.0,-0.42741696705649357,1.0,0.1590477084166273,1.0
CLI-1481,Nilo Córdoba Hervás,62.0,masculino,quito,160290.0,empleado,153.0,93978.0,12.0,5030.0,580956.0,5.0,3.0,15 de July de 2025,sucursal,desconocido,ecuador,rechazado,0.0,0.5172413793103449,-1.0454449891290971,0.3793103448275862,-0.23746455063601007,-1.0,-0.2696629213483146,-0.10126453668300864,0.5,1.0,0.8460156933322333,1.0,-1.8785603147501966,1.0,0.6314426078488757,1.0,-0.6989334924077473,1.0,-1.5406771205288021,1.0,-0.339117949795715,1.0,-0.012356102513539415,1.0,1.0312249847783386,1.0,1.364018092104731,1.0
CLI-3993,Jonatan Angulo Madrid,43.0,femenino,manta,3365830.0,estudiante,173.0,64415.0,24.0,8190.0,404041.0,4.0,1.0,04-27-2025,app,ios,ecuador,rechazado,0.0,-0.13793103448275862,0.5982868072363293,0.5517241379310345,-0.3057374853352794,-0.5,0.9138576779026217,-0.3078728736561086,0.25,0.0,-0.13654892106911792,1.0,0.8975099567792116,1.0,0.8732187476401274,1.0,-0.9794900186802656,1.0,-0.7243013537000694,1.0,1.413224927597011,1.0,-0.40689132623513175,1.0,0.5731179750185994,1.0,0.1590477084166273,1.0
CLI-3093,Carmela Ruth Martorell Blazquez,40.0,desconocido,quito,4229310.0,estudiante,17.0,153621.0,60.0,0.0,1066658.0,2.0,0.0,2025-08-20,app,desconocido,ecuador,aprobado,0.0,-0.2413793103448276,1.0410607334782787,-0.7931034482758621,-0.09972471894543339,1.0,-2.153558052434457,0.4659574766256911,-0.25,-0.5,-0.3023775888082796,1.0,1.4824794055282178,1.0,-1.5727802901780215,1.0,-0.30664334197676635,1.0,1.3307640862439178,1.0,-3.2212900173237156,0.0,0.8561094810365835,1.0,-0.42741696705649357,1.0,-1.154978408707881,0.0
CLI-4077,Obdulia Tejero Esparza,70.0,desconocido,cuenca,3213360.0,desconocido,105.0,64724.0,36.0,3170.0,1454396.0,5.0,0.0,16 de February de 2026,desconocido,ios,ecuador,rechazado,0.0,0.7931034482758621,0.520103478688928,-0.034482758620689655,-0.30502387924584073,0.0,-0.9662921348314607,0.9187732546053753,0.5,-0.5,1.2321913977431922,1.0,0.7906878600322761,1.0,0.00030992763958388725,1.0,-0.9760440369659684,1.0,0.0068301062973813,1.0,-1.3832657079920987,1.0,1.4267828430021487,1.0,1.0312249847783386,1.0,-1.154978408707881,0.0
CLI-2461,Jeremías del Cortina,17.0,masculino,sto. domingo,2199075.0,empleado,136.0,145514.0,60.0,3960.0,740175.0,2.0,0.0,20/01/2025,app,desconocido,ecuador,rechazado,0.0,-1.0344827586206897,0.0,0.23275862068965517,-0.11844706382271161,1.0,-0.6704119850187266,0.08467771131473043,-0.25,-0.5,-1.7345036858952965,1.0,0.04494689081865905,1.0,0.4171146738783833,1.0,-0.35150488394410667,1.0,1.3307640862439178,1.0,-0.9382659877813478,1.0,0.2989802773898428,1.0,-0.42741696705649357,1.0,-1.154978408707881,0.0
CLI-3420,Flor Juárez Piquer,45.0,otro,cuenca,3628040.0,jubilado,44.0,9566.0,60.0,7980.0,488067.0,0.0,3.0,24/02/2026,sucursal,desktop,ecuador,rechazado,0.0,-0.06896551724137931,0.7327424416458137,-0.5603448275862069,-0.43240603031786645,1.0,0.8352059925093633,-0.2097439862101504,-0.75,1.0,-0.027868800795079914,1.0,1.0785683356918219,1.0,-0.9811520321659798,1.0,-2.1566408075558563,1.0,1.3307640862439178,1.0,1.297402303982576,1.0,-0.21162811593937983,1.0,-1.6454266338532069,0.0,1.364018092104731,1.0
CLI-2293,Marcial Coronado Benet,53.0,otro,quito,879460.0,empleado,114.0,48227.0,24.0,7800.0,329554.0,5.0,0.0,11-09-2024,desconocido,ios,ecuador,aprobado,0.0,0.20689655172413793,-0.6766701193748206,0.04310344827586207,-0.3431221305645109,-0.5,0.7677902621722846,-0.3948617394736781,0.5,-0.5,0.39357587886174883,1.0,-1.0737366256252123,1.0,0.12527352285061588,1.0,-1.182906649237464,1.0,-0.7243013537000694,1.0,1.198063499421265,1.0,-0.595619702529599,1.0,1.0312249847783386,1.0,-1.154978408707881,0.0
CLI-3345,Artemio Garrido Peñalver,24.0,femenino,ibarra,3167960.0,desconocido,207.0,289995.0,36.0,6720.0,953166.0,6.0,0.0,desconocido,app,desktop,ecuador,rechazado,0.0,-0.7931034482758621,0.49682333757230174,0.8448275862068966,0.21521805400312233,0.0,0.36329588014981273,0.3334170285022925,0.75,-0.5,-1.2596709610745607,1.0,0.7586485938341517,1.0,1.2629453235382182,1.0,0.25023557203567187,1.0,0.0068301062973813,1.0,0.6007408968792451,1.0,0.6723144272443441,1.0,1.4693164031674129,1.0,-1.154978408707881,0.0
CLI-2228,Hortensia Cordero Rey,43.0,masculino,ambato,3851060.0,estudiante,219.0,85835.0,12.0,4890.0,361023.0,4.0,2.0,19 de November de 2025,app,android,ecuador,aprobado,0.0,-0.13793103448275862,0.8471022890429504,0.9482758620689655,-0.25627003408681515,-1.0,-0.32209737827715357,-0.35811099614379377,0.25,0.5,-0.13654892106911792,1.0,1.2301196984923168,1.0,1.3950362180519975,1.0,-0.7678622113668669,1.0,-1.5406771205288021,1.0,-0.41730835039344627,1.0,-0.5138038399115623,1.0,0.5731179750185994,1.0,0.8765503230843952,1.0
CLI-3623,Inmaculada Milla Jara,42.0,otro,ambato,2199075.0,independiente,181.0,350435.0,48.0,7960.0,985534.0,5.0,1.0,2025-02-20,desconocido,desconocido,ecuador,rechazado,0.0,-0.1724137931034483,0.0,0.6206896551724138,0.35479848133539027,0.5,0.8277153558052435,0.3712176596027944,0.5,0.0,-0.19143944416027134,1.0,0.04494689081865905,1.0,0.9671624546753192,1.0,0.42780491438775614,1.0,0.6867732139686339,1.0,1.2863675255397076,1.0,0.7256732375215159,1.0,1.0312249847783386,1.0,0.1590477084166273,1.0
CLI-2238,Sosimo Miguel Vera Flor,51.0,femenino,cuenca,3836410.0,jubilado,74.0,30978.0,24.0,5750.0,30043.0,4.0,0.0,09-10-2024,call center,desconocido,ecuador,pendiente,0.0,0.13793103448275862,0.8395900849161094,-0.3017241379310345,-0.38295705430796373,-0.5,0.0,-0.7446425359869763,0.25,-0.5,0.2900687935278137,1.0,1.2202298244079832,1.0,-0.4624118296856017,1.0,-1.4757522201712756,1.0,-0.7243013537000694,1.0,0.062153721058298174,1.0,-1.7500187395108187,1.0,0.5731179750185994,1.0,-1.154978408707881,0.0
CLI-2292,Carla Chamorro Leiva,55.0,desconocido,quito,1788350.0,empleado,25.0,126033.0,24.0,4670.0,927433.0,1.0,1.0,02-08-2025,desconocido,desconocido,ecuador,aprobado,0.0,0.27586206896551724,-0.2106109242318579,-0.7241379310344828,-0.16343657912482795,-0.5,-0.4044943820224719,0.303365012927984,-0.5,0.0,0.49594657480158233,1.0,-0.27944556655115255,1.0,-1.3764849799789398,1.0,-0.4685037303198062,1.0,-0.7243013537000694,1.0,-0.5402958878760684,1.0,0.6293205658889136,1.0,-0.9937313799445397,1.0,0.1590477084166273,1.0
CLI-2365,Heriberto de Hoz,23.0,masculino,loja,1671950.0,independiente,33.0,81907.0,48.0,6360.0,1243438.0,5.0,2.0,08-30-2025,web,desconocido,ecuador,pendiente,0.0,-0.8275862068965517,-0.2702983344956311,-0.6551724137931034,-0.26534137622052045,0.5,0.22846441947565543,0.6724081552572634,0.5,0.5,-1.3248039713607136,1.0,-0.37449378087770774,1.0,-1.200665901506059,1.0,-0.8030834100030809,1.0,0.6867732139686339,1.0,0.40110261301922584,1.0,1.1260064916696062,1.0,1.0312249847783386,1.0,0.8765503230843952,1.0
CLI-2214,Encarna Sedano,45.0,femenino,desconocido,3207130.0,empleado,188.0,1278129.0,36.0,3520.0,92870.0,2.0,0.0,2025-10-16,web,ios,ecuador,rechazado,0.0,-0.06896551724137931,0.5169088690158756,0.6810344827586207,2.4972194765964915,0.0,-0.8352059925093633,-0.6712706795191303,-0.25,-0.5,-0.027868800795079914,1.0,0.7862976999428236,1.0,1.0481792982627587,1.0,1.8026211811676363,1.0,0.0068301062973813,1.0,-1.1857994103188598,1.0,-1.3893598669928862,1.0,-0.42741696705649357,1.0,-1.154978408707881,0.0
CLI-2472,Nélida de Diaz,42.0,otro,ibarra,2225840.0,independiente,65.0,209328.0,36.0,7900.0,878242.0,4.0,3.0,06-25-2025,app,desconocido,ecuador (vpn),aprobado,1.0,-0.1724137931034483,0.013724514911596998,-0.3793103448275862,0.0289252953728765,0.0,0.8052434456928839,0.2459178167940001,0.25,1.0,-0.19143944416027134,1.0,0.0655572599652644,1.0,-0.6087697281419301,1.0,-0.04276655025276631,1.0,0.0068301062973813,1.0,1.2532589090396693,1.0,0.5456414607589054,1.0,0.5731179750185994,1.0,1.364018092104731,1.0
CLI-3472,Ani Boada-Torre,34.0,femenino,sto. domingo,3827430.0,empleado,195.0,22610.0,24.0,7810.0,417235.0,4.0,1.0,19 de February de 2026,desconocido,android,ecuador,pendiente,0.0,-0.4482758620689655,0.8349853345366534,0.7413793103448276,-0.4022821538433115,-0.5,0.7715355805243446,-0.2924643984108039,0.25,0.0,-0.6453928909647655,1.0,1.2141631869349365,1.0,1.1281487960115968,1.0,-1.671392303303195,1.0,-0.7243013537000694,1.0,1.2035838546633646,1.0,-0.37511992221012885,1.0,0.5731179750185994,1.0,0.1590477084166273,1.0
CLI-3891,Javiera Jove Huertas,69.0,femenino,sto. domingo,2199075.0,empleado,29.0,110433.0,48.0,4410.0,730005.0,4.0,2.0,08 de March de 2026,sucursal,ios,ecuador,rechazado,0.0,0.7586206896551724,0.0,-0.6896551724137931,-0.1994632943197879,0.5,-0.50187265917603,0.07280078291964563,0.25,0.5,1.1846571514076158,1.0,0.04494689081865905,1.0,-1.2865101964600696,1.0,-0.5736365434943423,1.0,0.6867732139686339,1.0,-0.6858374455772259,1.0,0.28003921435576035,1.0,0.5731179750185994,1.0,0.8765503230843952,1.0
CLI-2567,Raquel de Lastra,56.0,masculino,manta,2950060.0,independiente,169.0,973674.0,24.0,6000.0,392498.0,2.0,2.0,desconocido,app,desconocido,ecuador (vpn),aprobado,1.0,0.3103448275862069,0.38508891578126925,0.5172413793103449,1.794109632065624,-0.5,0.09363295880149813,-0.3213532457765082,-0.25,0.5,0.5467223259835524,1.0,0.6033130327102908,1.0,0.8256791759936113,1.0,1.488609342429289,1.0,-0.7243013537000694,1.0,0.20117366292539893,1.0,-0.43506452966901854,1.0,-0.42741696705649357,1.0,0.8765503230843952,1.0
CLI-4421,Consuela Salinas-Perelló,72.0,desconocido,desconocido,1349240.0,empleado,73.0,324751.0,48.0,4670.0,1089298.0,4.0,0.0,14/04/2025,web,android,ecuador,pendiente,0.0,0.8620689655172413,-0.4357770644459942,-0.3103448275862069,0.2954837279336369,0.5,-0.4044943820224719,0.4923973644196655,0.25,-0.5,1.3266661942191638,1.0,-0.6468069568150658,1.0,-0.47835656094852175,1.0,0.3557400652817372,1.0,0.6867732139686339,1.0,-0.5402958878760684,1.0,0.8917223930946274,1.0,0.5731179750185994,1.0,-1.154978408707881,0.0
CLI-3452,Silvestre Conde,49.0,femenino,ibarra,2598340.0,desempleado,64.0,38777.0,48.0,4360.0,1325951.0,2.0,3.0,08 de August de 2025,desconocido,android,ecuador,rechazado,0.0,0.06896551724137931,0.20473448332444516,-0.3879310344827586,-0.364946006115304,0.5,-0.5205992509363296,0.7687701014385447,-0.25,1.0,0.1853682330189416,1.0,0.3466377463675779,1.0,-0.6254520439620257,1.0,-1.329875088880422,1.0,0.6867732139686339,1.0,-0.7138510959850668,1.0,1.2461449707534797,1.0,-0.42741696705649357,1.0,1.364018092104731,1.0
CLI-1582,Alex Huguet Río,68.0,masculino,manta,4045130.0,estudiante,0.0,278108.0,12.0,7270.0,678562.0,2.0,3.0,27/06/2026,desconocido,desconocido,ecuador,rechazado,0.0,0.7241379310344828,0.9466172006399475,-0.9396551724137931,0.18776615890552686,-1.0,0.5692883895131086,0.012723612081066751,-0.25,1.0,1.1369201125057966,1.0,1.3603019781495338,1.0,-2.1896240384638066,0.0,0.21172291391338044,1.0,-1.5406771205288021,1.0,0.9052183416266102,1.0,0.1823893130046483,1.0,-0.42741696705649357,1.0,1.364018092104731,1.0
CLI-4121,Manuela Vila Raya,58.0,femenino,quito,3060340.0,independiente,72.0,539934.0,24.0,8020.0,1481966.0,3.0,1.0,2024-09-16,desconocido,ios,ecuador,rechazado,0.0,0.3793103448275862,0.44163812200024616,-0.31896551724137934,0.7924283853565259,-0.5,0.850187265917603,0.9509705914640271,0.0,0.0,0.6474854195246892,1.0,0.6822585103267316,1.0,-0.4943771528149459,1.0,0.8547427459026794,1.0,-0.7243013537000694,1.0,1.3194697312814996,1.0,1.4646247852116467,1.0,0.08972016254826615,1.0,0.1590477084166273,1.0
